riesgo_insomnio,horas_sueno_promedio,consumo_cafeina,uso_pantalla_antes_dormir,ejercicio_frecuencia,nivel_estres,siestas_dia,ruido_ambiente,luz_habitacion,temperatura_habitacion,horario_trabajo,comida_pesada_antes_dormir,consumo_alcohol,consumo_nicotina,uso_dispositivo_en_cama,actividad_relajante_antes_dormir,numero_despertares_noche,dias_horario_irregular_semana
sí,6.5,baja,moderado,frecuente,bajo,una,alto,iluminada,fria,rotativo,no,no,no,sí,no,2,2
no,7.1,ninguna,moderado,ocasional,bajo,dos_o_mas,medio,tenue,templada,diurno,no,no,no,sí,no,1,0
no,6.0,media,ninguno,ocasional,bajo,ninguna,bajo,iluminada,fria,diurno,no,no,no,sí,no,2,7
sí,5.4,baja,poco,ocasional,alto,dos_o_mas,bajo,tenue,templada,nocturno,no,no,no,no,no,0,5
sí,6.7,media,ninguno,nunca,alto,una,alto,tenue,calurosa,diurno,no,no,no,sí,sí,0,1
sí,3.5,alta,moderado,nunca,medio,ninguna,medio,oscura,fria,rotativo,sí,no,no,no,sí,1,7
sí,4.6,baja,poco,ocasional,alto,ninguna,bajo,iluminada,templada,diurno,no,sí,no,sí,no,1,5
no,8.2,alta,moderado,nunca,medio,dos_o_mas,medio,tenue,templada,diurno,no,no,no,sí,no,2,5
sí,7.1,baja,mucho,ocasional,medio,ninguna,medio,iluminada,calurosa,rotativo,no,no,no,sí,sí,3,1
no,7.1,baja,moderado,ocasional,alto,dos_o_mas,bajo,oscura,templada,diurno,no,no,no,sí,sí,2,7
sí,9.2,media,mucho,ocasional,bajo,ninguna,medio,iluminada,templada,rotativo,no,sí,sí,sí,no,0,1
sí,7.7,ninguna,moderado,ocasional,alto,una,bajo,oscura,fria,nocturno,no,no,no,no,sí,0,2
no,7.2,baja,moderado,frecuente,bajo,una,medio,oscura,fria,rotativo,sí,sí,no,no,no,1,3
no,4.6,baja,poco,ocasional,bajo,una,alto,oscura,templada,diurno,sí,no,no,sí,no,2,0
no,6.3,baja,ninguno,ocasional,medio,una,medio,tenue,fria,rotativo,no,no,no,sí,sí,1,4
no,7.9,baja,ninguno,nunca,bajo,ninguna,medio,tenue,fria,diurno,no,no,no,sí,sí,2,1
no,6.5,alta,moderado,frecuente,bajo,una,bajo,iluminada,templada,diurno,no,sí,no,sí,no,0,3
no,4.0,ninguna,poco,ocasional,medio,ninguna,bajo,tenue,fria,rotativo,no,no,no,no,sí,0,5
sí,6.2,baja,mucho,ocasional,alto,una,bajo,iluminada,calurosa,diurno,no,sí,no,sí,no,0,3
sí,5.5,baja,poco,ocasional,alto,dos_o_mas,alto,oscura,templada,rotativo,no,no,no,sí,no,1,7
sí,3.7,ninguna,ninguno,ocasional,medio,ninguna,medio,oscura,calurosa,diurno,no,no,sí,sí,no,2,2
sí,4.5,baja,mucho,frecuente,medio,ninguna,alto,tenue,fria,nocturno,no,no,no,no,no,2,7
sí,4.9,baja,mucho,frecuente,medio,ninguna,bajo,iluminada,fria,nocturno,no,sí,no,no,no,0,3
no,6.4,ninguna,poco,ocasional,bajo,una,bajo,iluminada,templada,nocturno,no,no,no,sí,no,1,0
sí,6.9,media,moderado,ocasional,alto,ninguna,medio,tenue,templada,diurno,no,no,no,sí,no,1,2
sí,6.1,alta,moderado,frecuente,alto,una,alto,oscura,templada,diurno,no,no,no,no,no,0,1
no,3.2,ninguna,ninguno,frecuente,bajo,ninguna,medio,tenue,calurosa,diurno,no,no,no,no,sí,2,6
sí,6.2,baja,moderado,ocasional,medio,una,bajo,iluminada,templada,nocturno,no,sí,no,no,no,2,7
no,5.8,baja,moderado,ocasional,alto,una,bajo,tenue,templada,diurno,no,no,no,sí,no,0,2
no,6.2,baja,poco,ocasional,alto,ninguna,alto,oscura,templada,diurno,no,no,no,sí,no,1,6
sí,8.4,media,mucho,frecuente,alto,ninguna,bajo,iluminada,templada,rotativo,no,no,no,sí,sí,2,3
no,4.5,alta,poco,ocasional,bajo,una,bajo,tenue,templada,diurno,no,sí,no,sí,no,1,1
sí,6.8,baja,moderado,ocasional,alto,ninguna,bajo,iluminada,fria,diurno,sí,no,no,sí,no,0,5
no,4.9,baja,mucho,ocasional,alto,una,bajo,tenue,templada,diurno,no,sí,no,no,sí,2,7
no,8.1,baja,mucho,ocasional,medio,una,medio,iluminada,templada,diurno,no,no,no,sí,sí,2,4
sí,6.7,ninguna,mucho,ocasional,alto,una,bajo,oscura,templada,diurno,no,sí,no,no,no,0,2
no,8.9,ninguna,ninguno,ocasional,medio,una,alto,oscura,templada,nocturno,sí,no,sí,no,sí,0,0
sí,5.4,baja,poco,ocasional,alto,ninguna,medio,oscura,templada,diurno,sí,no,sí,sí,sí,2,7
sí,6.7,alta,poco,nunca,medio,una,alto,oscura,templada,diurno,sí,no,no,no,no,1,5
no,7.5,alta,poco,frecuente,medio,una,bajo,tenue,templada,nocturno,sí,no,no,sí,sí,2,4
no,6.3,ninguna,ninguno,ocasional,medio,ninguna,bajo,iluminada,templada,diurno,sí,no,no,no,no,1,3
no,7.5,ninguna,poco,ocasional,bajo,una,alto,iluminada,templada,diurno,no,no,no,sí,no,1,7
sí,3.8,alta,poco,nunca,medio,una,medio,tenue,templada,rotativo,no,no,no,sí,sí,1,0
no,5.2,ninguna,poco,ocasional,bajo,ninguna,medio,oscura,calurosa,diurno,no,sí,sí,sí,no,1,2
sí,6.5,alta,ninguno,nunca,bajo,una,medio,iluminada,templada,diurno,no,sí,sí,sí,no,2,7
no,7.7,baja,moderado,nunca,bajo,ninguna,bajo,oscura,templada,diurno,sí,no,no,no,no,0,5
sí,4.6,ninguna,moderado,ocasional,alto,ninguna,bajo,tenue,templada,diurno,no,no,sí,sí,no,3,3
sí,3.8,baja,moderado,frecuente,alto,una,medio,oscura,templada,diurno,no,no,no,no,no,1,2
sí,6.5,ninguna,poco,frecuente,bajo,una,medio,oscura,templada,diurno,no,sí,no,sí,no,2,4
sí,7.5,media,moderado,ocasional,bajo,dos_o_mas,medio,iluminada,fria,nocturno,sí,sí,no,sí,sí,3,6
sí,5.5,media,ninguno,ocasional,alto,ninguna,alto,tenue,fria,nocturno,no,sí,no,sí,no,1,6
sí,7.7,media,ninguno,nunca,medio,dos_o_mas,medio,oscura,fria,diurno,no,no,no,sí,no,1,6
sí,4.6,ninguna,moderado,ocasional,bajo,ninguna,bajo,tenue,calurosa,nocturno,no,no,no,sí,no,1,6
no,5.3,baja,moderado,nunca,bajo,una,alto,oscura,templada,diurno,no,no,no,sí,no,0,4
sí,5.1,media,moderado,nunca,alto,dos_o_mas,bajo,oscura,templada,diurno,no,no,no,sí,sí,0,7
no,5.4,baja,ninguno,frecuente,alto,ninguna,bajo,oscura,calurosa,diurno,sí,sí,no,sí,no,2,0
no,7.3,ninguna,poco,frecuente,bajo,dos_o_mas,alto,oscura,templada,diurno,no,no,no,no,no,2,5
no,7.2,ninguna,moderado,nunca,bajo,una,medio,tenue,templada,diurno,no,no,no,sí,no,1,1
no,7.6,ninguna,poco,frecuente,alto,ninguna,bajo,tenue,templada,diurno,no,no,no,no,sí,0,1
sí,6.9,media,ninguno,ocasional,alto,una,medio,tenue,templada,nocturno,no,no,sí,sí,sí,1,4
sí,6.1,media,ninguno,ocasional,alto,ninguna,medio,tenue,templada,diurno,no,no,no,no,sí,3,5
no,6.5,baja,mucho,ocasional,medio,una,medio,tenue,fria,nocturno,sí,no,no,no,no,2,3
no,5.0,ninguna,mucho,frecuente,alto,una,medio,oscura,templada,diurno,sí,no,no,sí,no,2,3
sí,6.6,media,moderado,ocasional,bajo,ninguna,medio,tenue,templada,diurno,no,no,no,no,no,2,6
sí,7.2,baja,moderado,nunca,alto,ninguna,bajo,oscura,calurosa,rotativo,sí,no,no,sí,no,2,6
sí,5.1,baja,poco,ocasional,alto,una,alto,tenue,fria,rotativo,sí,no,sí,sí,no,0,0
no,7.5,ninguna,mucho,ocasional,bajo,dos_o_mas,medio,tenue,fria,diurno,no,sí,no,sí,no,2,6
sí,4.0,ninguna,moderado,nunca,medio,una,medio,oscura,calurosa,nocturno,sí,sí,no,no,no,2,4
no,7.6,ninguna,ninguno,ocasional,medio,ninguna,medio,oscura,fria,diurno,sí,no,no,no,no,0,7
no,4.1,baja,moderado,ocasional,bajo,ninguna,bajo,tenue,calurosa,diurno,no,no,no,sí,sí,0,1
no,7.9,baja,poco,nunca,bajo,una,bajo,tenue,calurosa,diurno,no,sí,sí,no,no,1,7
sí,6.7,ninguna,moderado,ocasional,alto,una,bajo,iluminada,fria,diurno,no,no,no,sí,no,3,3
sí,5.0,media,mucho,nunca,medio,una,medio,oscura,templada,diurno,sí,sí,no,sí,sí,1,7
sí,4.7,ninguna,poco,nunca,alto,ninguna,alto,tenue,templada,rotativo,no,no,no,no,no,1,4
no,6.7,baja,ninguno,frecuente,alto,ninguna,bajo,tenue,templada,rotativo,no,no,no,no,no,4,3
no,6.8,alta,mucho,nunca,medio,dos_o_mas,alto,oscura,templada,diurno,no,no,no,no,no,2,7
sí,6.8,alta,mucho,ocasional,medio,una,alto,iluminada,templada,diurno,sí,no,no,sí,sí,1,6
sí,5.6,baja,moderado,frecuente,bajo,una,medio,oscura,fria,diurno,no,sí,no,no,no,2,7
sí,4.8,ninguna,ninguno,nunca,medio,una,bajo,oscura,calurosa,diurno,sí,no,no,sí,sí,2,5
no,6.2,media,mucho,ocasional,medio,dos_o_mas,medio,oscura,templada,diurno,no,no,no,no,no,1,7
no,7.9,ninguna,mucho,nunca,medio,ninguna,bajo,oscura,templada,diurno,sí,sí,no,no,sí,1,6
sí,6.5,alta,poco,frecuente,medio,ninguna,bajo,oscura,templada,rotativo,sí,sí,no,sí,sí,3,4
sí,5.5,media,poco,nunca,bajo,ninguna,medio,iluminada,templada,rotativo,no,no,no,sí,sí,1,0
sí,4.5,baja,ninguno,ocasional,medio,ninguna,alto,iluminada,templada,diurno,sí,no,no,sí,sí,1,5
no,4.6,ninguna,ninguno,ocasional,medio,ninguna,alto,iluminada,fria,diurno,no,no,no,sí,sí,1,2
sí,4.9,baja,poco,nunca,alto,ninguna,bajo,iluminada,calurosa,diurno,sí,no,no,sí,sí,0,4
no,8.0,ninguna,ninguno,nunca,bajo,ninguna,medio,tenue,calurosa,diurno,sí,no,no,no,no,0,6
no,7.8,alta,moderado,ocasional,medio,una,medio,oscura,templada,diurno,no,no,no,no,no,1,4
no,6.1,media,moderado,frecuente,medio,ninguna,bajo,tenue,templada,diurno,no,no,no,sí,no,3,7
sí,4.5,baja,mucho,nunca,alto,ninguna,medio,oscura,templada,diurno,no,no,no,sí,no,1,2
no,4.3,baja,moderado,ocasional,bajo,ninguna,bajo,iluminada,templada,diurno,no,no,no,no,sí,3,3
sí,7.4,media,ninguno,ocasional,bajo,una,bajo,iluminada,templada,rotativo,no,no,sí,no,no,1,6
sí,5.6,baja,moderado,ocasional,alto,una,medio,iluminada,calurosa,diurno,no,sí,no,no,no,0,6
sí,6.4,alta,poco,nunca,bajo,ninguna,medio,iluminada,fria,diurno,no,no,no,no,no,3,7
sí,6.8,baja,moderado,nunca,alto,ninguna,bajo,tenue,calurosa,nocturno,no,no,no,sí,no,1,2
no,5.7,baja,moderado,frecuente,bajo,una,bajo,tenue,templada,diurno,sí,sí,sí,sí,sí,0,2
sí,9.8,baja,moderado,nunca,alto,ninguna,alto,iluminada,calurosa,diurno,no,no,no,sí,no,1,0
no,8.5,ninguna,poco,frecuente,bajo,una,bajo,oscura,fria,diurno,no,no,sí,no,sí,0,4
sí,7.0,media,ninguno,ocasional,medio,una,medio,oscura,templada,rotativo,no,no,no,sí,no,0,6
sí,4.4,media,moderado,nunca,medio,ninguna,alto,tenue,fria,diurno,no,no,sí,no,no,4,3
no,7.6,baja,moderado,frecuente,medio,ninguna,bajo,oscura,templada,diurno,no,no,no,sí,sí,1,2
no,6.1,ninguna,poco,frecuente,alto,ninguna,medio,tenue,calurosa,diurno,no,no,no,no,no,0,1
sí,8.7,ninguna,ninguno,ocasional,alto,ninguna,alto,oscura,templada,diurno,sí,no,no,sí,no,3,1
sí,5.0,alta,moderado,nunca,alto,una,medio,iluminada,templada,diurno,sí,no,no,no,sí,0,3
no,5.7,ninguna,moderado,ocasional,bajo,dos_o_mas,bajo,iluminada,templada,nocturno,no,no,no,sí,no,1,3
sí,6.9,ninguna,mucho,ocasional,medio,dos_o_mas,alto,oscura,fria,diurno,no,no,no,no,no,3,3
sí,6.2,alta,moderado,frecuente,bajo,una,alto,oscura,fria,rotativo,no,no,no,sí,no,0,0
no,6.9,baja,moderado,ocasional,bajo,ninguna,bajo,iluminada,calurosa,diurno,no,no,sí,sí,sí,1,5
sí,7.5,ninguna,poco,nunca,medio,una,medio,tenue,fria,rotativo,no,no,no,sí,no,0,5
sí,6.4,baja,moderado,nunca,medio,una,bajo,iluminada,fria,diurno,sí,no,no,no,no,0,0
no,8.4,baja,ninguno,frecuente,bajo,una,bajo,oscura,templada,diurno,sí,no,no,sí,sí,1,1
sí,6.8,alta,mucho,ocasional,alto,una,medio,iluminada,templada,diurno,no,sí,sí,no,no,1,0
no,8.2,baja,poco,ocasional,medio,dos_o_mas,medio,oscura,fria,diurno,no,no,sí,no,no,1,3
sí,4.0,ninguna,ninguno,nunca,medio,ninguna,medio,iluminada,templada,diurno,no,no,sí,sí,no,2,7
no,7.2,baja,moderado,frecuente,bajo,ninguna,bajo,oscura,fria,nocturno,no,no,no,no,no,2,3
sí,6.5,baja,mucho,nunca,medio,una,bajo,iluminada,calurosa,nocturno,sí,no,no,sí,no,0,1
no,8.7,ninguna,moderado,nunca,bajo,una,medio,tenue,templada,diurno,no,no,sí,sí,no,2,2
no,6.5,baja,poco,frecuente,bajo,una,bajo,iluminada,templada,diurno,no,no,no,sí,no,0,5
sí,6.3,baja,ninguno,ocasional,alto,una,medio,oscura,calurosa,rotativo,sí,no,no,sí,sí,1,7
no,3.4,baja,mucho,frecuente,medio,dos_o_mas,bajo,oscura,fria,diurno,no,no,no,sí,sí,1,4
sí,6.1,media,ninguno,frecuente,alto,una,bajo,iluminada,templada,rotativo,no,sí,sí,no,sí,0,7
no,7.5,alta,ninguno,nunca,alto,ninguna,medio,tenue,fria,diurno,no,no,no,sí,no,1,6
no,8.8,media,poco,ocasional,bajo,una,medio,oscura,templada,diurno,no,no,sí,sí,no,2,1
no,5.3,baja,moderado,ocasional,medio,dos_o_mas,alto,tenue,templada,diurno,sí,no,no,sí,no,2,4
sí,5.4,baja,poco,ocasional,alto,ninguna,bajo,oscura,fria,rotativo,no,no,no,sí,sí,4,0
no,6.7,media,moderado,ocasional,medio,ninguna,bajo,iluminada,calurosa,diurno,sí,no,no,no,no,1,5
sí,4.5,media,mucho,nunca,bajo,una,bajo,oscura,calurosa,nocturno,no,no,sí,sí,no,1,4
no,7.2,ninguna,poco,frecuente,bajo,ninguna,alto,oscura,templada,nocturno,no,no,sí,no,no,0,4
no,8.4,baja,mucho,nunca,bajo,una,bajo,iluminada,fria,diurno,sí,no,no,no,no,1,5
no,6.1,baja,poco,nunca,alto,ninguna,alto,tenue,templada,rotativo,no,no,no,no,sí,4,2
no,6.0,baja,poco,frecuente,alto,una,bajo,iluminada,fria,diurno,no,no,no,no,no,0,7
sí,5.1,baja,ninguno,ocasional,bajo,una,bajo,iluminada,templada,rotativo,no,no,no,no,no,3,2
no,7.3,media,poco,ocasional,medio,ninguna,bajo,oscura,templada,rotativo,no,sí,no,no,sí,2,3
sí,6.0,media,moderado,ocasional,alto,dos_o_mas,bajo,oscura,calurosa,nocturno,sí,no,no,sí,no,1,0
sí,7.7,baja,moderado,frecuente,bajo,dos_o_mas,bajo,tenue,calurosa,diurno,no,no,no,sí,no,1,7
no,6.3,baja,mucho,ocasional,medio,dos_o_mas,medio,oscura,fria,diurno,sí,no,sí,no,sí,2,2
no,7.0,baja,poco,ocasional,bajo,una,medio,iluminada,fria,diurno,no,no,no,no,no,2,0
no,3.0,baja,poco,frecuente,medio,dos_o_mas,medio,iluminada,calurosa,diurno,no,no,no,no,no,0,3
sí,8.0,baja,mucho,nunca,bajo,una,bajo,tenue,templada,rotativo,no,sí,no,sí,no,2,4
no,6.6,baja,poco,ocasional,medio,ninguna,alto,tenue,fria,rotativo,no,no,no,sí,sí,0,1
no,6.3,ninguna,moderado,ocasional,bajo,una,alto,oscura,templada,diurno,sí,no,no,sí,sí,1,3
sí,5.5,alta,ninguno,nunca,bajo,una,bajo,oscura,calurosa,diurno,no,no,no,sí,no,2,1
sí,5.9,alta,mucho,ocasional,medio,una,medio,tenue,templada,rotativo,no,no,no,no,sí,0,5
sí,6.9,baja,mucho,nunca,alto,una,medio,oscura,calurosa,diurno,no,no,no,sí,no,1,5
sí,7.3,media,moderado,ocasional,alto,una,medio,tenue,calurosa,nocturno,no,sí,no,no,no,2,6
no,6.1,ninguna,ninguno,frecuente,alto,una,alto,iluminada,fria,diurno,no,no,no,no,no,1,2
no,6.3,alta,moderado,ocasional,bajo,una,medio,oscura,templada,diurno,no,no,no,no,sí,1,4
no,9.5,baja,ninguno,nunca,bajo,ninguna,bajo,oscura,fria,rotativo,sí,sí,no,sí,no,2,6
sí,4.5,baja,ninguno,nunca,bajo,ninguna,medio,iluminada,calurosa,rotativo,no,no,no,no,sí,0,1
no,7.1,ninguna,moderado,frecuente,alto,ninguna,bajo,oscura,calurosa,diurno,no,no,no,sí,no,2,0
no,5.5,baja,poco,frecuente,bajo,ninguna,alto,iluminada,calurosa,diurno,sí,no,no,no,no,0,0
no,7.7,baja,moderado,frecuente,medio,una,medio,tenue,calurosa,rotativo,no,no,no,sí,no,1,6
no,7.4,baja,poco,frecuente,medio,una,bajo,oscura,templada,diurno,sí,no,sí,sí,no,0,5
sí,6.4,baja,poco,nunca,alto,ninguna,alto,oscura,fria,diurno,no,no,no,no,no,3,7
sí,5.5,media,moderado,nunca,bajo,ninguna,alto,tenue,templada,diurno,no,sí,no,sí,sí,1,1
sí,4.5,baja,poco,ocasional,medio,ninguna,bajo,oscura,calurosa,rotativo,no,no,no,no,no,1,1
no,7.4,ninguna,ninguno,frecuente,medio,dos_o_mas,bajo,oscura,calurosa,diurno,no,no,no,sí,no,0,7
sí,4.0,alta,ninguno,ocasional,bajo,ninguna,bajo,oscura,templada,diurno,no,no,no,sí,sí,2,6
sí,8.4,alta,ninguno,nunca,medio,ninguna,alto,tenue,fria,diurno,no,no,no,sí,no,1,5
sí,9.4,media,moderado,nunca,alto,una,medio,oscura,calurosa,rotativo,sí,no,no,sí,no,0,4
sí,7.2,media,poco,nunca,medio,ninguna,medio,iluminada,templada,nocturno,no,no,no,sí,no,3,5
sí,7.9,baja,ninguno,ocasional,medio,dos_o_mas,alto,iluminada,templada,rotativo,no,no,sí,no,no,1,2
no,8.3,baja,moderado,frecuente,alto,ninguna,bajo,iluminada,fria,nocturno,no,no,no,sí,sí,0,1
sí,3.3,alta,ninguno,ocasional,medio,una,bajo,tenue,calurosa,diurno,no,no,no,no,no,2,7
no,7.4,ninguna,mucho,ocasional,medio,ninguna,medio,tenue,calurosa,diurno,no,no,no,no,no,2,0
no,7.2,baja,ninguno,ocasional,medio,una,bajo,iluminada,fria,diurno,no,no,no,no,sí,0,0
sí,6.0,ninguna,ninguno,ocasional,medio,ninguna,bajo,tenue,templada,diurno,no,sí,no,no,no,1,5
no,7.6,media,moderado,frecuente,medio,dos_o_mas,bajo,oscura,templada,rotativo,sí,no,no,sí,sí,0,1
sí,4.0,baja,ninguno,ocasional,alto,ninguna,bajo,tenue,calurosa,diurno,no,no,no,no,sí,1,0
no,6.4,alta,mucho,ocasional,bajo,ninguna,bajo,oscura,templada,diurno,sí,no,no,no,no,1,5
no,6.1,baja,ninguno,nunca,alto,una,bajo,tenue,templada,diurno,no,no,no,no,sí,1,6
no,6.0,baja,poco,ocasional,medio,una,medio,oscura,fria,diurno,no,no,no,sí,no,0,7
sí,4.8,alta,moderado,ocasional,alto,una,medio,oscura,templada,diurno,no,sí,no,no,no,0,7
sí,8.1,baja,moderado,ocasional,medio,una,alto,iluminada,calurosa,rotativo,sí,no,no,sí,sí,1,0
no,7.0,baja,moderado,frecuente,alto,una,bajo,oscura,fria,diurno,no,no,no,no,no,1,6
sí,6.9,ninguna,ninguno,nunca,alto,ninguna,medio,tenue,templada,diurno,no,no,no,sí,no,2,5
sí,6.2,ninguna,poco,frecuente,bajo,ninguna,bajo,iluminada,calurosa,nocturno,no,no,no,sí,sí,1,4
sí,7.0,ninguna,mucho,nunca,medio,ninguna,alto,iluminada,templada,nocturno,sí,no,no,sí,sí,0,5
no,7.3,baja,moderado,ocasional,medio,una,bajo,oscura,fria,rotativo,no,no,no,sí,sí,0,7
no,7.6,alta,moderado,frecuente,medio,ninguna,bajo,tenue,templada,diurno,no,no,no,no,no,2,3
sí,6.7,baja,moderado,nunca,bajo,dos_o_mas,medio,oscura,templada,diurno,sí,no,no,no,no,0,4
sí,4.5,media,ninguno,ocasional,medio,ninguna,alto,iluminada,fria,diurno,sí,no,no,no,sí,2,1
sí,8.1,baja,poco,frecuente,medio,ninguna,medio,iluminada,calurosa,rotativo,sí,no,no,sí,no,1,6
sí,6.1,baja,ninguno,frecuente,bajo,ninguna,alto,iluminada,templada,nocturno,sí,no,no,no,no,2,5
sí,3.3,media,moderado,ocasional,bajo,una,alto,iluminada,templada,rotativo,no,sí,no,sí,no,1,6
no,6.1,alta,mucho,frecuente,medio,ninguna,alto,oscura,templada,diurno,no,no,no,sí,no,1,4
no,7.9,baja,ninguno,ocasional,alto,una,medio,tenue,fria,rotativo,no,no,no,sí,sí,1,5
no,5.5,alta,mucho,ocasional,medio,una,medio,oscura,templada,diurno,no,no,no,sí,sí,1,7
no,5.4,media,moderado,frecuente,medio,una,bajo,oscura,templada,diurno,no,sí,no,sí,sí,2,3
no,6.6,ninguna,poco,nunca,alto,ninguna,alto,iluminada,templada,nocturno,sí,no,no,sí,no,0,6
sí,4.9,alta,mucho,nunca,bajo,ninguna,medio,tenue,fria,diurno,no,sí,no,no,sí,1,7
sí,5.3,media,poco,ocasional,alto,ninguna,alto,oscura,templada,diurno,sí,no,no,sí,sí,2,5
no,6.0,alta,poco,frecuente,bajo,ninguna,bajo,iluminada,templada,rotativo,sí,no,no,sí,sí,0,7
no,7.4,ninguna,mucho,frecuente,medio,ninguna,medio,oscura,calurosa,diurno,sí,no,no,sí,sí,0,7
sí,4.0,ninguna,poco,ocasional,alto,ninguna,medio,oscura,templada,diurno,no,no,no,sí,no,1,4
sí,6.0,baja,poco,nunca,bajo,ninguna,alto,tenue,templada,rotativo,no,no,no,no,sí,1,5
no,7.8,ninguna,mucho,ocasional,alto,ninguna,medio,oscura,fria,nocturno,no,no,no,no,no,0,3
sí,5.0,baja,moderado,ocasional,medio,ninguna,medio,iluminada,templada,rotativo,no,sí,no,no,no,0,0
no,8.2,media,moderado,frecuente,medio,dos_o_mas,bajo,tenue,calurosa,diurno,sí,sí,no,no,sí,0,6
sí,6.4,alta,moderado,ocasional,alto,una,alto,oscura,templada,nocturno,no,no,no,sí,sí,0,5
sí,6.1,media,poco,ocasional,alto,dos_o_mas,bajo,iluminada,templada,nocturno,no,sí,no,no,no,3,2
no,6.6,baja,mucho,ocasional,medio,una,medio,oscura,templada,diurno,no,no,no,sí,no,0,0
sí,7.7,media,mucho,nunca,bajo,una,bajo,oscura,calurosa,rotativo,no,no,no,sí,no,2,0
no,6.1,ninguna,poco,nunca,alto,una,medio,tenue,templada,diurno,sí,no,no,no,no,2,3
sí,6.5,baja,mucho,nunca,alto,ninguna,medio,iluminada,templada,diurno,no,sí,no,sí,no,2,1
sí,5.1,ninguna,mucho,nunca,medio,una,medio,tenue,templada,nocturno,no,no,no,no,no,1,4
sí,4.8,baja,ninguno,ocasional,medio,ninguna,bajo,iluminada,templada,diurno,sí,no,sí,no,no,1,3
no,7.1,baja,poco,ocasional,bajo,dos_o_mas,medio,tenue,templada,nocturno,no,sí,no,sí,no,2,0
no,6.7,ninguna,ninguno,frecuente,alto,una,medio,oscura,calurosa,rotativo,no,no,no,sí,sí,1,3
sí,4.8,baja,moderado,frecuente,medio,ninguna,bajo,tenue,calurosa,diurno,sí,no,no,no,no,3,5
sí,4.2,baja,mucho,ocasional,medio,una,medio,iluminada,calurosa,rotativo,no,no,no,no,no,0,3
sí,5.8,baja,poco,nunca,medio,dos_o_mas,medio,tenue,calurosa,rotativo,no,sí,no,sí,no,1,0
sí,5.2,baja,ninguno,nunca,medio,ninguna,bajo,iluminada,templada,diurno,no,no,no,sí,sí,0,7
no,8.1,ninguna,poco,ocasional,alto,una,medio,tenue,templada,diurno,sí,no,no,sí,no,2,4
no,6.9,media,moderado,ocasional,medio,dos_o_mas,medio,oscura,templada,diurno,sí,no,no,sí,sí,2,3
sí,7.7,media,moderado,ocasional,medio,ninguna,bajo,tenue,fria,nocturno,sí,no,no,sí,no,1,5
sí,8.6,ninguna,mucho,frecuente,medio,una,bajo,oscura,templada,nocturno,sí,no,no,sí,no,1,7
no,8.4,baja,poco,frecuente,medio,una,bajo,oscura,fria,nocturno,no,no,no,no,no,1,7
sí,8.3,alta,moderado,nunca,alto,ninguna,bajo,iluminada,fria,nocturno,no,sí,sí,sí,no,1,6
sí,7.4,alta,ninguno,nunca,bajo,dos_o_mas,medio,tenue,calurosa,rotativo,no,no,no,sí,no,5,2
no,7.9,ninguna,poco,nunca,medio,ninguna,medio,tenue,templada,rotativo,no,no,sí,no,no,1,4
no,7.7,media,ninguno,ocasional,medio,dos_o_mas,alto,tenue,fria,nocturno,sí,no,no,no,no,0,2
sí,7.4,media,moderado,nunca,alto,una,medio,iluminada,templada,diurno,sí,no,sí,sí,no,3,1
sí,4.9,baja,mucho,frecuente,medio,una,alto,oscura,calurosa,nocturno,no,no,no,sí,no,1,0
no,7.4,media,poco,frecuente,medio,una,bajo,tenue,templada,nocturno,no,sí,no,sí,no,2,1
no,7.2,baja,poco,ocasional,alto,una,alto,oscura,templada,diurno,sí,no,sí,no,no,1,3
sí,7.3,baja,poco,frecuente,alto,dos_o_mas,alto,oscura,templada,nocturno,no,no,sí,sí,no,1,2
sí,4.4,baja,ninguno,frecuente,medio,ninguna,alto,oscura,templada,nocturno,no,no,no,no,sí,1,4
no,7.0,baja,poco,frecuente,bajo,una,medio,iluminada,templada,diurno,no,no,no,no,sí,1,5
no,7.7,baja,mucho,frecuente,alto,ninguna,alto,iluminada,templada,diurno,no,no,no,no,sí,1,2
no,7.5,baja,ninguno,frecuente,medio,ninguna,bajo,oscura,templada,diurno,no,no,no,no,sí,1,6
sí,5.5,baja,moderado,nunca,alto,una,bajo,oscura,calurosa,diurno,sí,sí,no,sí,sí,2,1
no,7.1,alta,poco,ocasional,alto,ninguna,bajo,tenue,templada,rotativo,sí,no,no,no,no,0,7
no,6.0,media,moderado,ocasional,medio,ninguna,bajo,tenue,templada,diurno,no,sí,no,no,sí,0,1
sí,5.9,baja,poco,frecuente,alto,ninguna,bajo,tenue,calurosa,diurno,no,no,no,sí,no,0,1
no,7.5,baja,moderado,frecuente,bajo,una,bajo,tenue,templada,diurno,no,no,no,no,no,1,0
no,5.2,baja,moderado,nunca,bajo,una,alto,tenue,templada,diurno,no,no,no,sí,no,1,2
sí,6.3,media,moderado,ocasional,medio,ninguna,bajo,iluminada,calurosa,diurno,sí,no,sí,no,no,1,6
sí,5.3,alta,moderado,ocasional,medio,ninguna,alto,oscura,templada,rotativo,no,no,no,sí,no,3,5
no,8.8,ninguna,mucho,nunca,medio,dos_o_mas,medio,oscura,templada,diurno,no,no,no,no,sí,1,1
no,7.3,media,moderado,ocasional,medio,una,medio,oscura,calurosa,diurno,no,no,no,sí,no,2,4
sí,4.2,baja,ninguno,ocasional,medio,ninguna,bajo,oscura,templada,diurno,no,sí,no,sí,no,1,2
